applicant_id,first_name,last_name,email,phone,age,city,employment_status,annual_income,acquisition_channel,registration_date
225,Jack,Gonzalez,jack.gonzalez942@gmail.com,0738375916,54,Lagos,employed,24744,email_campaign,2023-12-21 18:30:00
226,Brenda,Ramirez,brenda.ramirez34@gmail.com,0752209421,63,Johannesburg,unemployed,11677,organic_search,2023-04-17 18:09:00
227,Barbara,Hill,barbara.hill578@gmail.com,0762231715,31,Kisumu,unemployed,2292,referral,2023-10-04 10:24:00
228,Gregory,Hall,gregory.hall101@gmail.com,0720202996,24,Nairobi,retired,57778,paid_search,2023-11-11 19:25:00
229,Katherine,Wright,katherine.wright503@gmail.com,0784227466,49,Kisumu,self_employed,64816,direct,2023-08-10 05:43:00
230,Samantha,Nguyen,samantha.nguyen731@gmail.com,0745966597,36,Cairo,self_employed,56507,organic_search,2023-12-31 20:09:00
231,Jessica,Lopez,jessica.lopez966@gmail.com,0758307308,21,Chicago,employed,73830,social_media,2023-02-22 04:05:00
232,Pamela,Richardson,pamela.richardson106@gmail.com,0757501571,47,Nairobi,employed,65493,referral,2023-11-02 19:50:00
233,Donna,Evans,donna.evans798@gmail.com,0785099723,45,Thika,employed,64903,email_campaign,2023-05-05 18:33:00
234,Karen,Wright,karen.wright275@gmail.com,0718491573,40,Cairo,employed,25082,organic_search,2023-05-22 13:19:00
235,Jason,Young,jason.young508@yahoo.com,0736246038,61,Phoenix,retired,58544,paid_search,2023-03-11 09:00:00
236,Stephen,Nelson,stephen.nelson343@gmail.com,0797380687,49,Malindi,self_employed,106133,direct,2023-03-11 09:20:00
237,Amy,Green,amy.green988@gmail.com,0752833932,32,Kitale,retired,117494,paid_search,2023-12-22 20:31:00
238,Carol,Carter,carol.carter837@yahoo.com,0758991556,38,Chicago,retired,38583,organic_search,2023-10-16 06:37:00
239,Patricia,Cook,patricia.cook449@yahoo.com,0719282319,34,Kitale,employed,54692,social_media,2023-07-29 21:31:00
240,Jason,Coleman,jason.coleman733@gmail.com,0760598851,30,Cape Town,employed,81402,organic_search,2023-11-03 15:37:00
241,Brenda,Jones,brenda.jones719@yahoo.com,0782062301,44,Cairo,employed,102122,referral,2023-02-13 03:49:00
242,Nancy,Ross,nancy.ross46@yahoo.com,0796574622,60,Nakuru,employed,16382,referral,2023-07-24 10:50:00
243,Kimberly,Lewis,kimberly.lewis765@yahoo.com,0787915846,53,Houston,employed,116232,social_media,2023-04-24 14:23:00
244,Nathan,Cooper,nathan.cooper354@yahoo.com,0774796438,30,Eldoret,student,11962,organic_search,2023-08-01 02:07:00
245,Eric,Flores,eric.flores467@yahoo.com,0779942848,42,Accra,self_employed,74303,paid_search,2023-09-01 03:28:00
246,William,Hill,william.hill830@yahoo.com,0713031322,23,Kitale,unemployed,12132,email_campaign,2023-11-28 03:43:00
247,Frank,Thompson,frank.thompson164@gmail.com,0767226329,56,Cape Town,employed,98948,direct,2023-04-29 12:40:00
248,Larry,Brown,larry.brown905@gmail.com,0789484162,60,Kisumu,employed,113608,paid_search,2023-01-03 22:13:00
249,Emma,Wilson,emma.wilson192@gmail.com,0736450861,55,Accra,employed,98769,paid_search,2023-05-15 21:55:00
250,Jerry,Roberts,jerry.roberts402@yahoo.com,0756697654,60,Abuja,unemployed,11566,paid_search,2023-08-23 19:11:00
251,Tyler,Brooks,tyler.brooks689@gmail.com,0725819123,26,Johannesburg,self_employed,81954,organic_search,2023-03-01 05:23:00
252,Sharon,Kelly,sharon.kelly589@gmail.com,0734931439,29,Chicago,self_employed,37706,paid_search,2023-10-03 22:58:00
253,Nancy,Murphy,nancy.murphy144@gmail.com,0770532325,39,Chicago,employed,65324,referral,2023-07-03 00:31:00
254,Gregory,Henderson,gregory.henderson419@yahoo.com,0765784972,52,Kitale,employed,19044,social_media,2023-08-16 15:10:00
255,Donna,Jones,donna.jones231@yahoo.com,0732576626,38,New York,unemployed,9006,social_media,2023-10-17 23:49:00
256,Joseph,James,joseph.james275@yahoo.com,0759239353,28,Nakuru,employed,70725,referral,2023-01-22 23:28:00
257,Peter,Henderson,peter.henderson305@yahoo.com,0714325890,36,Kitale,student,1923,paid_search,2023-06-28 02:28:00
258,Edward,Brooks,edward.brooks360@yahoo.com,0791907952,65,Malindi,unemployed,13328,referral,2023-03-26 19:08:00
259,Linda,Ramirez,linda.ramirez546@gmail.com,0782312290,43,Nakuru,self_employed,82425,organic_search,2023-12-27 09:18:00
260,Karen,Evans,karen.evans284@yahoo.com,0727030641,24,Johannesburg,self_employed,47447,social_media,2023-03-09 07:09:00
261,Raymond,Jackson,raymond.jackson648@gmail.com,0765596350,57,Johannesburg,student,1525,paid_search,2023-02-08 20:50:00
262,Shirley,Scott,shirley.scott959@yahoo.com,0771028216,65,Kisumu,student,13879,direct,2023-06-17 18:00:00
263,Catherine,Reed,catherine.reed681@yahoo.com,0718500100,61,Lagos,unemployed,8105,social_media,2023-07-23 06:27:00
264,Carol,Torres,carol.torres561@yahoo.com,0785986307,42,London,employed,28051,email_campaign,2023-06-25 21:48:00
265,John,Thomas,john.thomas452@gmail.com,0767418250,31,Lagos,self_employed,35837,organic_search,2023-12-19 04:56:00
266,Susan,Henderson,susan.henderson257@gmail.com,0799188862,44,Kitale,self_employed,110156,email_campaign,2023-03-26 01:25:00
267,Scott,Henderson,scott.henderson721@gmail.com,0738644905,26,Nairobi,employed,73335,paid_search,2023-03-09 18:14:00
268,Mary,Baker,mary.baker881@gmail.com,0727740248,28,Nakuru,self_employed,28425,paid_search,2023-04-28 12:05:00
269,Gary,Mitchell,gary.mitchell141@gmail.com,0727870584,40,Phoenix,employed,16110,referral,2023-12-13 04:04:00
270,Christine,Perez,christine.perez360@yahoo.com,0794299475,49,Kisumu,employed,43474,social_media,2023-07-30 19:43:00
271,Richard,Moore,richard.moore604@yahoo.com,0757182314,28,Kitale,employed,26042,direct,2023-06-11 04:15:00
272,Patrick,Kelly,patrick.kelly739@yahoo.com,0713600310,59,Malindi,employed,81784,email_campaign,2023-12-04 09:13:00
273,Maria,Turner,maria.turner662@gmail.com,0742123815,39,New York,self_employed,24307,paid_search,2023-02-27 07:31:00
274,Mary,Campbell,mary.campbell136@gmail.com,0786286724,41,Kisumu,unemployed,12621,paid_search,2023-10-07 21:11:00
275,John,Brooks,john.brooks15@gmail.com,0715345470,25,Cape Town,self_employed,80673,email_campaign,2023-07-23 16:18:00
276,Scott,Phillips,scott.phillips656@yahoo.com,0792684436,26,Eldoret,employed,41633,organic_search,2023-02-12 09:05:00
277,Alexander,Adams,alexander.adams601@yahoo.com,0797219985,46,Mombasa,employed,46278,social_media,2023-02-03 09:44:00
278,Dorothy,Lopez,dorothy.lopez119@gmail.com,0791716102,48,Nairobi,self_employed,30655,organic_search,2023-12-08 23:42:00
279,Douglas,Moore,douglas.moore12@gmail.com,0756533974,65,Lagos,employed,117383,referral,2023-05-13 05:23:00
280,Catherine,Thomas,catherine.thomas344@yahoo.com,0746504617,22,London,self_employed,80031,referral,2023-05-15 22:36:00
281,Shirley,Campbell,shirley.campbell512@yahoo.com,0732398441,24,Nakuru,self_employed,109736,paid_search,2023-05-11 03:57:00
282,Ashley,Richardson,ashley.richardson46@yahoo.com,0711649277,21,Mombasa,student,2932,organic_search,2023-08-30 11:24:00
283,Patrick,Henderson,patrick.henderson230@gmail.com,0765869014,47,Nakuru,employed,63864,email_campaign,2023-06-13 08:52:00
284,Gregory,Perry,gregory.perry184@gmail.com,0779226031,24,Abuja,employed,52002,direct,2023-07-25 02:56:00
285,Carol,Lopez,carol.lopez468@gmail.com,0736933626,56,Houston,employed,63270,paid_search,2023-06-05 23:39:00
286,Angela,Sanchez,angela.sanchez779@yahoo.com,0730208677,55,Nairobi,employed,98354,organic_search,2023-07-29 00:14:00
287,Nicholas,Smith,nicholas.smith386@yahoo.com,0751273379,63,Eldoret,employed,22850,organic_search,2023-09-29 07:26:00
288,Janet,Scott,janet.scott45@yahoo.com,0779760901,26,New York,employed,27527,paid_search,2023-07-10 14:47:00
289,Karen,Barnes,karen.barnes77@yahoo.com,0718359464,46,Johannesburg,employed,56288,paid_search,2023-03-08 07:18:00
290,Carolyn,Adams,carolyn.adams464@gmail.com,0720024377,41,London,employed,36544,direct,2023-03-11 18:06:00
291,Kathleen,Green,kathleen.green124@yahoo.com,0737868462,47,Abuja,employed,35658,paid_search,2023-08-26 08:54:00
292,Douglas,Sanders,douglas.sanders221@yahoo.com,0753995720,23,Abuja,employed,21416,organic_search,2023-12-31 07:22:00
293,Kimberly,Thompson,kimberly.thompson975@gmail.com,0770693413,22,Eldoret,employed,119046,referral,2023-10-09 07:06:00
294,Sarah,Johnson,sarah.johnson851@yahoo.com,0739835008,24,Kisumu,self_employed,99500,organic_search,2023-07-25 11:43:00
295,Dennis,Brooks,dennis.brooks940@yahoo.com,0712925970,37,Accra,unemployed,1506,direct,2023-04-12 20:28:00
296,Sarah,Garcia,sarah.garcia52@gmail.com,0787025433,50,Thika,employed,70923,paid_search,2023-07-22 15:01:00
297,Melissa,Ramirez,melissa.ramirez282@gmail.com,0729948970,32,Cape Town,self_employed,80390,organic_search,2023-11-14 19:15:00
298,Patrick,Bell,patrick.bell90@gmail.com,0728419506,24,Nairobi,self_employed,86258,paid_search,2023-11-26 16:15:00
299,Stephen,Rivera,stephen.rivera558@yahoo.com,0756175477,51,Accra,employed,18416,email_campaign,2023-09-15 10:24:00
300,Jerry,Lewis,jerry.lewis918@yahoo.com,0747706144,22,Thika,unemployed,3813,organic_search,2023-08-30 16:22:00
301,Richard,Young,richard.young247@gmail.com,0717503932,63,Cairo,retired,65911,social_media,2023-04-23 18:54:00
302,Brian,Thompson,brian.thompson607@gmail.com,0758155056,36,Houston,employed,89403,email_campaign,2023-01-15 22:44:00
303,Charles,Ramirez,charles.ramirez857@yahoo.com,0776065552,33,Phoenix,employed,45490,referral,2023-03-31 15:02:00
304,Ronald,Williams,ronald.williams490@gmail.com,0792427773,54,Mombasa,employed,57413,organic_search,2023-03-08 10:45:00
305,John,Jackson,john.jackson722@yahoo.com,0724887509,58,Johannesburg,self_employed,101787,email_campaign,2023-07-06 02:23:00
306,Nicole,Gonzalez,nicole.gonzalez310@gmail.com,0731139813,42,Chicago,self_employed,37833,social_media,2023-08-12 20:31:00
307,Nathan,Price,nathan.price229@yahoo.com,0733535297,43,Houston,employed,15235,paid_search,2023-12-19 09:08:00
308,Larry,Ramirez,larry.ramirez187@yahoo.com,0792058189,23,Kisumu,employed,58406,organic_search,2023-10-17 03:59:00
309,Timothy,Hall,timothy.hall172@yahoo.com,0721908603,41,Nairobi,student,7317,social_media,2023-12-10 20:46:00
310,Kimberly,Clark,kimberly.clark710@gmail.com,0744448045,36,Thika,employed,70004,social_media,2023-01-01 01:24:00
311,Justin,Bailey,justin.bailey360@yahoo.com,0723613510,45,London,self_employed,36319,social_media,2023-10-23 20:48:00
312,Barbara,Jones,barbara.jones21@gmail.com,0724055958,39,Kisumu,self_employed,86702,organic_search,2023-03-29 12:10:00
313,Amanda,Kelly,amanda.kelly915@gmail.com,0714159837,60,Mombasa,student,2573,paid_search,2023-12-01 05:38:00
314,Richard,Nelson,richard.nelson998@gmail.com,0784371711,34,Nakuru,employed,46135,social_media,2023-10-04 08:42:00
315,Michael,Turner,michael.turner563@yahoo.com,0730614492,57,Phoenix,employed,101772,organic_search,2023-01-02 13:05:00
316,Amy,Sanchez,amy.sanchez27@gmail.com,0795656500,27,Johannesburg,employed,117875,paid_search,2023-02-11 15:54:00
317,Samuel,Murphy,samuel.murphy272@gmail.com,0783031359,63,Lagos,employed,20848,paid_search,2023-07-09 12:23:00
318,Brandon,Cook,brandon.cook232@yahoo.com,0785731895,37,Chicago,employed,60061,organic_search,2023-12-23 21:06:00
319,Justin,Brooks,justin.brooks567@gmail.com,0761956500,35,Houston,student,7779,social_media,2023-08-03 17:43:00
320,Timothy,Morgan,timothy.morgan81@gmail.com,0714661179,40,Nakuru,retired,34326,referral,2023-09-22 18:43:00
321,Cynthia,Thompson,cynthia.thompson996@gmail.com,0735867257,31,Eldoret,employed,97211,organic_search,2023-08-05 02:43:00
322,Jerry,King,jerry.king933@yahoo.com,0718994192,41,New York,employed,51202,organic_search,2023-10-12 12:35:00
323,Benjamin,Johnson,benjamin.johnson639@yahoo.com,0766316931,65,Nakuru,self_employed,114402,organic_search,2023-03-18 04:36:00
324,Jessica,Ramirez,jessica.ramirez805@gmail.com,0781891508,27,Phoenix,self_employed,89976,email_campaign,2023-07-30 08:24:00
325,Samuel,Jones,samuel.jones283@gmail.com,0792979370,32,Kitale,employed,58449,referral,2023-12-22 12:02:00
326,Michael,Morgan,michael.morgan919@gmail.com,0755347617,38,Nakuru,student,14061,social_media,2023-06-05 09:17:00
327,Ashley,Moore,ashley.moore998@yahoo.com,0753066216,40,Malindi,employed,72896,organic_search,2023-08-02 19:41:00
328,Justin,Murphy,justin.murphy889@gmail.com,0717543817,54,Eldoret,self_employed,67872,referral,2023-03-23 02:19:00
329,Anna,Ramirez,anna.ramirez178@gmail.com,0736941091,22,Malindi,employed,62235,email_campaign,2023-05-08 01:29:00
330,Emily,Mitchell,emily.mitchell518@gmail.com,0726625933,50,Manchester,self_employed,38276,social_media,2023-05-04 11:31:00
331,Nicole,Peterson,nicole.peterson353@gmail.com,0744716747,43,Thika,employed,21507,social_media,2023-12-19 02:18:00
332,Emma,Ramirez,emma.ramirez663@gmail.com,0737746963,35,Nairobi,student,12575,organic_search,2023-07-29 16:01:00
333,Samuel,Taylor,samuel.taylor178@yahoo.com,0711135982,62,Lagos,retired,99245,organic_search,2023-11-08 09:45:00
334,Scott,Carter,scott.carter471@gmail.com,0772639147,43,New York,self_employed,15963,paid_search,2023-09-24 19:25:00
335,Adam,Mitchell,adam.mitchell663@yahoo.com,0747940248,56,Accra,employed,51239,paid_search,2023-02-25 15:04:00
336,Emily,King,emily.king729@yahoo.com,0797438349,62,Phoenix,employed,22441,paid_search,2023-03-18 16:48:00
337,Rebecca,Coleman,rebecca.coleman698@gmail.com,0713416548,41,Mombasa,employed,65891,referral,2023-06-01 08:58:00
338,Dennis,James,dennis.james352@yahoo.com,0739845082,33,New York,retired,61988,social_media,2023-11-23 15:58:00
339,Jacob,Perez,jacob.perez898@yahoo.com,0749431028,63,Thika,self_employed,88273,organic_search,2023-03-07 23:16:00
340,Rachel,Nelson,rachel.nelson92@gmail.com,0739974566,62,Lagos,student,6089,social_media,2023-06-07 13:50:00
341,Dennis,Nguyen,dennis.nguyen872@gmail.com,0717204398,50,New York,employed,40499,email_campaign,2023-10-26 18:39:00
342,Sarah,Powell,sarah.powell543@gmail.com,0717256074,45,London,employed,89632,email_campaign,2023-03-19 04:12:00
343,Charles,Green,charles.green798@gmail.com,0754644768,32,Lagos,employed,74251,referral,2023-04-01 10:40:00
344,Edward,Perez,edward.perez783@gmail.com,0721816709,57,Johannesburg,employed,77573,organic_search,2023-08-11 20:27:00
345,James,Jones,james.jones205@yahoo.com,0711889398,55,Kitale,self_employed,97141,email_campaign,2023-09-29 06:01:00
346,Ronald,Long,ronald.long320@gmail.com,0761479273,43,Abuja,unemployed,4885,referral,2023-06-06 05:04:00
347,Benjamin,Cox,benjamin.cox537@gmail.com,0727956913,59,Nairobi,employed,67873,paid_search,2023-09-08 11:48:00
348,Ashley,Lewis,ashley.lewis217@yahoo.com,0789147232,29,Johannesburg,self_employed,19897,referral,2023-03-05 11:45:00
349,Katherine,Allen,katherine.allen639@gmail.com,0716437132,55,London,self_employed,69627,referral,2023-12-01 00:03:00
350,Stephen,Thomas,stephen.thomas259@gmail.com,0730552371,56,Nakuru,employed,101725,organic_search,2023-12-18 20:00:00
351,Adam,Cox,adam.cox638@yahoo.com,0728409776,38,Nakuru,self_employed,52054,paid_search,2023-02-23 16:46:00
352,Jessica,Bailey,jessica.bailey624@gmail.com,0745298445,33,Mombasa,employed,36020,email_campaign,2023-04-14 11:45:00
353,Patrick,Bailey,patrick.bailey705@yahoo.com,0754372866,34,Houston,student,13684,organic_search,2023-01-07 21:05:00
354,Debra,Bailey,debra.bailey973@gmail.com,0778679929,30,Lagos,employed,53800,organic_search,2023-02-21 08:41:00
355,Kathleen,Miller,kathleen.miller833@gmail.com,0715294153,27,Nakuru,employed,30191,email_campaign,2023-07-04 21:20:00
356,Jennifer,Johnson,jennifer.johnson680@yahoo.com,0754112109,29,Cairo,student,1522,paid_search,2023-08-13 19:17:00
357,Amanda,White,amanda.white411@gmail.com,0771275585,28,Thika,employed,70278,organic_search,2023-07-17 22:54:00
358,Joseph,Taylor,joseph.taylor744@gmail.com,0731393688,65,Thika,self_employed,72430,organic_search,2023-10-30 15:51:00
359,Tyler,Carter,tyler.carter627@gmail.com,0727536261,43,Kisumu,employed,21025,paid_search,2023-09-07 03:56:00
360,Kimberly,Henderson,kimberly.henderson13@yahoo.com,0780439867,41,Accra,employed,102797,social_media,2023-10-23 23:36:00
361,Frank,Cox,frank.cox718@yahoo.com,0768095862,65,Johannesburg,self_employed,99070,referral,2023-05-08 15:22:00
362,Lisa,Gray,lisa.gray56@gmail.com,0731062435,60,Manchester,employed,113491,referral,2023-08-29 15:55:00
363,Carol,Walker,carol.walker994@gmail.com,0778038903,42,London,unemployed,1291,organic_search,2023-11-26 12:25:00
364,Brandon,James,brandon.james91@yahoo.com,0770004467,49,Cape Town,employed,67879,paid_search,2023-09-12 23:41:00
365,Robert,Gray,robert.gray1@yahoo.com,0791094790,56,London,employed,42112,direct,2023-11-23 09:56:00
366,Amanda,Campbell,amanda.campbell837@gmail.com,0770996586,24,London,self_employed,62617,paid_search,2023-11-14 19:30:00
367,Joseph,Gonzalez,joseph.gonzalez228@gmail.com,0757665946,63,Mombasa,employed,28935,social_media,2023-05-30 17:33:00
368,Nancy,Bailey,nancy.bailey842@yahoo.com,0764923338,29,Malindi,employed,66497,organic_search,2023-11-09 06:12:00
369,Benjamin,Harris,benjamin.harris111@yahoo.com,0716241172,42,London,unemployed,7381,email_campaign,2023-12-11 18:07:00
370,Adam,Brooks,adam.brooks138@yahoo.com,0710582186,53,Manchester,employed,91692,referral,2023-01-25 17:59:00
371,Shirley,Thompson,shirley.thompson593@gmail.com,0727231111,65,Johannesburg,student,8259,organic_search,2023-12-03 19:38:00
372,Sharon,Sanders,sharon.sanders781@gmail.com,0763401206,65,Phoenix,employed,69099,direct,2023-05-31 14:51:00
373,Carolyn,Richardson,carolyn.richardson864@yahoo.com,0752132393,40,Abuja,employed,96810,social_media,2023-10-11 20:13:00
374,Rachel,Hall,rachel.hall136@yahoo.com,0797253117,64,Nakuru,self_employed,57255,direct,2023-04-02 16:34:00
375,Melissa,Gray,melissa.gray597@yahoo.com,0799544328,51,Cape Town,student,4684,social_media,2023-12-12 23:57:00
376,Mary,Cox,mary.cox26@gmail.com,0717122263,27,Lagos,unemployed,4695,referral,2023-04-13 08:48:00
377,Charles,Davis,charles.davis804@gmail.com,0782634888,65,Chicago,student,12115,organic_search,2023-08-20 03:39:00
378,Ronald,Ross,ronald.ross399@gmail.com,0748606206,56,Accra,employed,118299,social_media,2023-01-25 12:24:00
379,Patrick,Miller,patrick.miller762@gmail.com,0793290380,21,Cairo,self_employed,108001,email_campaign,2023-08-15 07:58:00
380,Nicole,Torres,nicole.torres202@yahoo.com,0735970823,59,New York,employed,37779,paid_search,2023-04-01 21:04:00
381,Sarah,Carter,sarah.carter439@gmail.com,0745465638,23,Eldoret,employed,108020,organic_search,2023-10-27 08:00:00
382,Jennifer,Martin,jennifer.martin612@gmail.com,0793935292,41,Cairo,unemployed,9013,referral,2023-12-05 09:31:00
383,Barbara,Green,barbara.green226@yahoo.com,0779874593,54,Kisumu,employed,67876,organic_search,2023-09-16 05:26:00
384,Eric,Lewis,eric.lewis680@gmail.com,0758425464,34,Nairobi,retired,113583,paid_search,2023-11-13 16:30:00
385,Joseph,Jenkins,joseph.jenkins457@gmail.com,0796203262,43,Johannesburg,self_employed,57065,referral,2023-11-15 07:02:00
386,Joseph,Roberts,joseph.roberts554@yahoo.com,0713315946,37,Mombasa,employed,78806,email_campaign,2023-07-11 16:51:00
387,Donna,Henderson,donna.henderson329@yahoo.com,0722879054,33,Malindi,self_employed,42627,organic_search,2023-10-03 17:00:00
388,Rachel,Stewart,rachel.stewart211@yahoo.com,0768416623,27,Accra,employed,75191,referral,2023-02-06 23:43:00
389,Robert,Lopez,robert.lopez56@gmail.com,0743810519,25,London,employed,65860,referral,2023-10-22 07:58:00
390,Aaron,Phillips,aaron.phillips324@gmail.com,0725878730,48,Houston,employed,112773,referral,2023-11-25 23:39:00
391,Jennifer,Martinez,jennifer.martinez951@yahoo.com,0748901209,43,Johannesburg,employed,72367,social_media,2023-06-04 19:05:00
392,Larry,Coleman,larry.coleman486@gmail.com,0739509878,22,Abuja,retired,33884,organic_search,2023-07-20 17:18:00
393,Henry,Ross,henry.ross981@yahoo.com,0784292758,44,Johannesburg,employed,93204,email_campaign,2023-03-14 03:02:00
394,Alexander,Peterson,alexander.peterson313@gmail.com,0756150987,26,Phoenix,employed,43939,organic_search,2023-11-27 16:09:00
395,Jason,Harris,jason.harris186@yahoo.com,0786140729,28,Kisumu,employed,53096,email_campaign,2023-10-09 14:41:00
396,Jason,Gonzalez,jason.gonzalez744@yahoo.com,0754406060,33,Kisumu,employed,96201,paid_search,2023-12-10 20:15:00
397,George,Green,george.green462@gmail.com,0798506156,52,Cape Town,self_employed,56462,paid_search,2023-10-27 04:36:00
398,Nancy,Smith,nancy.smith253@yahoo.com,0796011893,41,London,self_employed,77908,paid_search,2023-07-04 04:43:00
399,Cynthia,Rivera,cynthia.rivera499@yahoo.com,0733591471,40,Chicago,unemployed,14603,referral,2023-02-11 08:54:00
400,Margaret,King,margaret.king79@yahoo.com,0712500515,61,Houston,self_employed,68101,email_campaign,2023-11-20 00:52:00
401,Sandra,Jones,sandra.jones267@yahoo.com,0782434236,56,Houston,employed,116206,paid_search,2023-03-18 11:25:00
402,Catherine,Nguyen,catherine.nguyen476@yahoo.com,0722153955,29,Thika,employed,95482,paid_search,2023-09-15 00:42:00
403,Shirley,Moore,shirley.moore164@gmail.com,0785942072,49,Mombasa,employed,62028,referral,2023-03-16 23:46:00
404,Ronald,Murphy,ronald.murphy65@gmail.com,0741409454,35,Manchester,unemployed,6358,organic_search,2023-04-16 16:58:00
405,Benjamin,Garcia,benjamin.garcia665@gmail.com,0779977486,23,Thika,self_employed,89732,referral,2023-05-21 23:16:00
406,Stephen,Henderson,stephen.henderson375@yahoo.com,0720447168,45,Manchester,employed,60224,referral,2023-07-12 07:33:00
407,Amy,Sanders,amy.sanders514@yahoo.com,0769042204,21,Thika,employed,34692,organic_search,2023-02-09 16:41:00
408,Kevin,Campbell,kevin.campbell735@yahoo.com,0798732634,59,Manchester,employed,77759,organic_search,2023-06-19 23:07:00
409,Edward,Brooks,edward.brooks663@yahoo.com,0713012656,31,New York,employed,97515,organic_search,2023-03-07 18:37:00
410,Jennifer,James,jennifer.james58@gmail.com,0734164229,30,Abuja,self_employed,109312,referral,2023-07-27 19:36:00
411,David,Ramirez,david.ramirez622@yahoo.com,0774648438,49,Thika,unemployed,13442,organic_search,2023-07-30 19:09:00
412,Samantha,Coleman,samantha.coleman271@gmail.com,0755992559,53,Eldoret,employed,65523,email_campaign,2023-11-02 18:04:00
413,Jessica,Williams,jessica.williams536@yahoo.com,0777693989,33,Phoenix,employed,95576,social_media,2023-03-18 19:06:00
414,Robert,Ward,robert.ward771@gmail.com,0774725282,53,Cape Town,employed,116563,referral,2023-11-05 17:52:00
415,Frank,Collins,frank.collins896@gmail.com,0781110769,44,Houston,self_employed,112175,paid_search,2023-09-04 12:22:00
416,Richard,Stewart,richard.stewart261@gmail.com,0741207351,29,Lagos,student,6695,email_campaign,2023-02-12 09:38:00
417,George,Smith,george.smith592@yahoo.com,0779761254,21,Cairo,unemployed,6698,organic_search,2023-12-02 06:44:00
418,Jessica,Martin,jessica.martin668@yahoo.com,0745071480,48,Johannesburg,self_employed,104208,email_campaign,2023-08-05 18:23:00
419,Edward,Evans,edward.evans803@yahoo.com,0733987338,56,Cairo,retired,90713,paid_search,2023-10-12 15:16:00
420,Douglas,Turner,douglas.turner876@yahoo.com,0725983420,29,Johannesburg,employed,81629,social_media,2023-08-17 22:10:00
421,Amanda,Peterson,amanda.peterson714@yahoo.com,0716986408,60,Manchester,employed,34048,organic_search,2023-11-22 00:51:00
422,Jerry,Sanchez,jerry.sanchez66@gmail.com,0759772648,26,Phoenix,retired,67513,organic_search,2023-01-20 23:24:00
423,Christine,Cox,christine.cox729@yahoo.com,0717712557,39,New York,employed,41438,direct,2023-03-31 20:31:00
424,Ryan,Harris,ryan.harris803@yahoo.com,0779231333,23,Nairobi,employed,46359,social_media,2023-11-11 05:43:00
425,Kevin,Lopez,kevin.lopez799@gmail.com,0799880518,38,Kisumu,employed,107225,paid_search,2023-10-28 06:33:00
426,Susan,Peterson,susan.peterson744@yahoo.com,0788239864,39,Johannesburg,retired,74606,paid_search,2023-05-22 07:38:00
427,Emma,Smith,emma.smith180@gmail.com,0724289484,37,Lagos,retired,82277,referral,2023-09-15 09:21:00
428,Alexander,James,alexander.james711@gmail.com,0760610858,37,Houston,employed,75387,referral,2023-05-05 10:49:00
429,Patricia,Bell,patricia.bell265@gmail.com,0795048646,28,Cape Town,employed,56383,social_media,2023-04-23 21:44:00
430,Melissa,Cox,melissa.cox10@yahoo.com,0745346197,55,Kisumu,self_employed,59825,organic_search,2023-02-17 12:43:00
431,Patrick,Thompson,patrick.thompson322@gmail.com,0787002404,51,Kitale,self_employed,45783,organic_search,2023-12-16 06:31:00
432,Kimberly,Clark,kimberly.clark208@yahoo.com,0793026670,35,Manchester,employed,101956,paid_search,2023-02-24 03:58:00
433,Tyler,Smith,tyler.smith981@gmail.com,0774732147,55,Lagos,retired,90303,paid_search,2023-06-11 15:57:00
434,Raymond,White,raymond.white287@gmail.com,0787398691,53,New York,retired,19268,organic_search,2023-09-27 13:30:00
435,Eric,Turner,eric.turner795@gmail.com,0726155543,64,Malindi,employed,103356,social_media,2023-08-24 10:44:00
436,Stephen,Watson,stephen.watson334@gmail.com,0744856447,27,Accra,employed,95358,organic_search,2023-05-15 07:17:00
437,Jonathan,White,jonathan.white435@gmail.com,0759970552,52,Houston,employed,32188,paid_search,2023-07-25 08:28:00
438,Rachel,Robinson,rachel.robinson739@gmail.com,0741649234,27,Eldoret,unemployed,12100,referral,2023-07-15 06:09:00
439,Samuel,Johnson,samuel.johnson432@gmail.com,0794644676,32,Mombasa,employed,89427,referral,2023-06-11 15:19:00
440,Larry,Gonzalez,larry.gonzalez168@gmail.com,0744130183,65,Cairo,self_employed,49048,paid_search,2023-11-19 03:28:00
441,Jonathan,Gray,jonathan.gray955@yahoo.com,0756189726,56,Malindi,self_employed,94374,organic_search,2023-03-04 11:55:00
442,Emma,James,emma.james665@yahoo.com,0748199537,62,Kisumu,unemployed,7322,paid_search,2023-12-11 16:31:00
443,Stephen,Price,stephen.price475@yahoo.com,0729441214,39,Johannesburg,self_employed,89925,email_campaign,2023-11-24 10:26:00
444,Barbara,Hernandez,barbara.hernandez352@gmail.com,0752530677,31,London,self_employed,50553,referral,2023-12-30 08:38:00
445,Jonathan,Brooks,jonathan.brooks989@gmail.com,0732457056,54,Kisumu,employed,47983,organic_search,2023-01-12 04:46:00
446,Edward,Perez,edward.perez106@gmail.com,0773509922,46,Nakuru,unemployed,1363,referral,2023-01-14 12:33:00
447,Kimberly,Bennett,kimberly.bennett87@yahoo.com,0762324272,30,Eldoret,employed,31569,paid_search,2023-05-07 23:18:00
448,Anna,Perez,anna.perez36@yahoo.com,0753647781,22,Eldoret,employed,73306,email_campaign,2023-08-28 17:59:00
